   1   3 2456977.23464133 0.000       9879.76667    84.2741  1.086      38725.67172   171.3976  1.072      10911.42640    87.1256  0.972       5572.79798    60.4009  1.051 run021_1_1400.fits                                
   1   3 2456977.23465060 0.000       9749.55556    82.9323  1.267      38953.21320   172.8372  1.067      10974.01015    85.9431  1.175       5356.41294    59.5005  1.210 run021_1_1401.fits                                
   1   3 2456977.23465987 0.000       9661.30508    82.6337  0.977      39118.94416   172.9871  1.014      11207.37563    89.8214  1.042       5328.03046    59.3765  1.138 run021_1_1402.fits                                
   1   3 2456977.23466914 0.000      10100.94915    85.7345  0.936      38821.45685   172.1605  0.950      11134.11111    89.0962  1.039       5381.93401    57.8027  1.143 run021_1_1403.fits                                
   1   3 2456977.23467841 0.000       9496.52459    81.8005  1.204      38796.11111   171.0761  1.170      10674.04061    85.9076  1.032       5306.87310    59.9739  1.236 run021_1_1404.fits                                
   1   3 2456977.23468769 0.000       9533.57542    80.6504  1.378      38767.77778   171.8376  1.272      10817.88889    87.1091  1.342       5126.37056    57.8286  1.380 run021_1_1405.fits                                
   1   3 2456977.23469696 0.000       9447.18681    82.1466  1.473      39428.10050   174.4294  1.287      10795.06599    85.9325  1.268       5229.71066    58.6987  1.497 run021_1_1406.fits                                
   1   3 2456977.23470623 0.000       9662.29730    82.2441  1.371      38515.37056   171.6439  1.213      11258.30151    88.8614  1.106       5539.52792    61.3514  1.438 run021_1_1407.fits                                
   1   3 2456977.23471550 0.000       9604.65217    82.1275  1.345      38481.21212   172.6490  1.219      11088.45960    87.3339  1.157       5321.95939    58.5545  1.328 run021_1_1408.fits                                
   1   3 2456977.23472477 0.000       9800.58101    83.5958  1.213      38334.41117   170.7234  1.265      11240.57360    88.5712  1.326       5193.92462    57.3948  1.392 run021_1_1409.fits                                
   1   3 2456977.23473405 0.000       9606.34426    81.4555  1.391      37877.00000   170.4273  1.245      11253.82915    88.3914  1.089       5468.98477    58.3052  1.283 run021_1_1410.fits                                
   1   3 2456977.23474332 0.000       9568.35519    82.0640  1.305      38280.95939   170.6379  1.224      10905.10660    87.3262  1.017       5379.08122    59.2623  1.523 run021_1_1411.fits                                
   1   3 2456977.23475259 0.000       9743.49189    82.4102  1.265      38517.38579   171.4329  1.211      10765.15736    86.3608  1.188       5290.89848    58.7989  1.417 run021_1_1412.fits                                
   1   3 2456977.23476186 0.000       9626.37297    82.6609  1.507      38750.95918   171.9966  1.288      11020.59296    87.4096  1.278       5246.71574    57.8537  1.514 run021_1_1413.fits                                
   1   3 2456977.23477113 0.000       9658.09392    82.3829  1.356      37758.20812   170.1142  1.301      11261.57071    89.3988  1.185       4936.30808    56.0987  1.387 run021_1_1414.fits                                
   1   3 2456977.23478041 0.000       9672.40678    82.5618  1.205      38364.17588   171.3275  1.294      11398.36735    88.5376  0.908       5409.84264    59.1994  1.114 run021_1_1415.fits                                
   1   3 2456977.23478968 0.000       9740.64674    83.2654  1.252      39342.96954   174.1646  1.052      11127.46193    88.4641  1.145       4915.50761    55.5794  1.264 run021_1_1416.fits                                
   1   3 2456977.23479895 0.000       9709.75000    82.5144  1.377      38229.92857   169.7413  1.230      11376.19797    88.1113  1.191       5431.89340    59.2286  1.198 run021_1_1417.fits                                
