  40 0.000 2456977.2346413299     173.0108901858 0.60217803716660  1.086  1.032   0.67537   0.01841    0.53684759624    0.01695374830       9879.76667      18403.29870
  40 0.000 2456977.2346505998     173.8118112087 0.76236224174500  1.267  1.151   0.69123   0.01867    0.52906553626    0.01719992247       9749.55556      18427.87876
  40 0.000 2456977.2346598702     174.6127724648 0.92255449295044  0.977  1.065   0.70836   0.01860    0.52078436115    0.01713042120       9661.30508      18551.45008
  40 0.000 2456977.2346691401     175.4136934876 0.08273869752884  0.936  1.044   0.65384   0.01846    0.54760056691    0.01700149039      10100.94915      18445.83399
  40 0.000 2456977.2346784100     176.2146145105 0.24292290210724  1.204  1.146   0.70978   0.01876    0.52010078794    0.01728225372       9496.52459      18259.00827
  40 0.000 2456977.2346876902     177.0164206624 0.40328413248062  1.378  1.331   0.70426   0.01907    0.52275016081    0.01756799254       9533.57542      18237.34574
  40 0.000 2456977.2346969601     177.8173416853 0.56346833705902  1.473  1.351   0.72875   0.01884    0.51109269503    0.01735021815       9447.18681      18484.29238
  40 0.000 2456977.2347062300     178.6182627082 0.72365254163742  1.371  1.252   0.70157   0.01849    0.52405017076    0.01702720371       9662.29730      18437.73333
  40 0.000 2456977.2347154999     179.4191837311 0.88383674621582  1.345  1.235   0.69976   0.01882    0.52492439972    0.01733107461       9604.65217      18297.21037
  40 0.000 2456977.2347247698     180.2201047540 0.04402095079422  1.213  1.328   0.67540   0.01875    0.53683272786    0.01726885727       9800.58101      18256.30313
  40 0.000 2456977.2347340500     181.0219109058 0.20438218116760  1.391  1.206   0.69378   0.01890    0.52782291204    0.01740429995       9606.34426      18199.93797
  40 0.000 2456977.2347433199     181.8228319287 0.36456638574600  1.305  1.255   0.69739   0.01876    0.52606960739    0.01727889155       9568.35519      18188.38240
  40 0.000 2456977.2347525898     182.6237529516 0.52475059032440  1.265  1.272   0.67786   0.01880    0.53561723060    0.01731166768       9743.49189      18191.14721
  40 0.000 2456977.2347618602     183.4247142076 0.68494284152985  1.507  1.360   0.69981   0.01883    0.52490054709    0.01734467770       9626.37297      18339.42263
  40 0.000 2456977.2347711301     184.2256352305 0.84512704610825  1.356  1.291   0.67507   0.01901    0.53699746255    0.01750676279       9658.09392      17985.36230
  40 0.000 2456977.2347804098     185.0274011493 0.00548022985458  1.205  1.105   0.69766   0.01867    0.52593738484    0.01719583555       9672.40678      18390.79529
  40 0.000 2456977.2347896802     185.8283624053 0.16567248106003  1.252  1.154   0.69423   0.01898    0.52760575528    0.01748499540       9740.64674      18461.97969
  40 0.000 2456977.2347989501     186.6292834282 0.32585668563843  1.377  1.206   0.69083   0.01869    0.52925686701    0.01721619266       9709.75000      18346.00665
  40 0.000 2456977.2348082201     187.4302044511 0.48604089021683  1.032  1.143   0.68479   0.01887    0.53221089417    0.01738319912       9774.09730      18365.08310
